"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2012"	"2012"	"75-79 years"	"75-79"	Suppressed	637772	Suppressed
	"Florida"	"12"	"2012"	"2012"	"80-84 years"	"80-84"	Suppressed	494405	Suppressed
	"Florida"	"12"	"2012"	"2012"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"2012"	"2012"			1326	19317568	6.864
	"Florida"	"12"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	215702	Suppressed
	"Florida"	"12"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	862611	Suppressed
	"Florida"	"12"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	1113265	Suppressed
	"Florida"	"12"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	1132791	Suppressed
	"Florida"	"12"	"2013"	"2013"	"15-19 years"	"15-19"	14	1170637	Unreliable
	"Florida"	"12"	"2013"	"2013"	"20-24 years"	"20-24"	63	1313917	4.795
	"Florida"	"12"	"2013"	"2013"	"25-29 years"	"25-29"	121	1254601	9.645
	"Florida"	"12"	"2013"	"2013"	"30-34 years"	"30-34"	149	1201598	12.400
	"Florida"	"12"	"2013"	"2013"	"35-39 years"	"35-39"	136	1140148	11.928
	"Florida"	"12"	"2013"	"2013"	"40-44 years"	"40-44"	143	1261329	11.337
	"Florida"	"12"	"2013"	"2013"	"45-49 years"	"45-49"	174	1325661	13.126
	"Florida"	"12"	"2013"	"2013"	"50-54 years"	"50-54"	187	1406665	13.294
	"Florida"	"12"	"2013"	"2013"	"55-59 years"	"55-59"	144	1313095	10.966
	"Florida"	"12"	"2013"	"2013"	"60-64 years "	"60-64"	72	1193223	6.034
	"Florida"	"12"	"2013"	"2013"	"65-69 years"	"65-69"	30	1104929	2.715
	"Florida"	"12"	"2013"	"2013"	"70-74 years"	"70-74"	16	880996	Unreliable
	"Florida"	"12"	"2013"	"2013"	"75-79 years"	"75-79"	Suppressed	659168	Suppressed
	"Florida"	"12"	"2013"	"2013"	"80-84 years"	"80-84"	Suppressed	496805	Suppressed
	"Florida"	"12"	"2013"	"2013"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2013"	"2013"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2013"	"2013"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2013"	"2013"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"2013"	"2013"			1268	19552860	6.485
	"Florida"	"12"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	215254	Suppressed
	"Florida"	"12"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	869095	Suppressed
	"Florida"	"12"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	1126112	Suppressed
	"Florida"	"12"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	1138074	Suppressed
	"Florida"	"12"	"2014"	"2014"	"15-19 years"	"15-19"	12	1171530	Unreliable
	"Florida"	"12"	"2014"	"2014"	"20-24 years"	"20-24"	85	1316889	6.455
	"Florida"	"12"	"2014"	"2014"	"25-29 years"	"25-29"	175	1296720	13.496
	"Florida"	"12"	"2014"	"2014"	"30-34 years"	"30-34"	183	1235297	14.814
	"Florida"	"12"	"2014"	"2014"	"35-39 years"	"35-39"	160	1163010	13.757
	"Florida"	"12"	"2014"	"2014"	"40-44 years"	"40-44"	155	1258939	12.312
	"Florida"	"12"	"2014"	"2014"	"45-49 years"	"45-49"	158	1307145	12.087
	"Florida"	"12"	"2014"	"2014"	"50-54 years"	"50-54"	174	1429942	12.168
	"Florida"	"12"	"2014"	"2014"	"55-59 years"	"55-59"	157	1347988	11.647
	"Florida"	"12"	"2014"	"2014"	"60-64 years "	"60-64"	67	1225758	5.466
	"Florida"	"12"	"2014"	"2014"	"65-69 years"	"65-69"	37	1158056	3.195
	"Florida"	"12"	"2014"	"2014"	"70-74 years"	"70-74"	17	924645	Unreliable
	"Florida"	"12"	"2014"	"2014"	"75-79 years"	"75-79"	10	688141	Unreliable
	"Florida"	"12"	"2014"	"2014"	"80-84 years"	"80-84"	Suppressed	498411	Suppressed
	"Florida"	"12"	"2014"	"2014"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2014"	"2014"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2014"	"2014"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2014"	"2014"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"2014"	"2014"			1399	19893297	7.033
	"Florida"	"12"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	221492	Suppressed
	"Florida"	"12"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	879579	Suppressed
	"Florida"	"12"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	1136067	Suppressed
	"Florida"	"12"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	1147416	Suppressed
	"Florida"	"12"	"2015"	"2015"	"15-19 years"	"15-19"	18	1182953	Unreliable
	"Florida"	"12"	"2015"	"2015"	"20-24 years"	"20-24"	136	1296345	10.491
	"Florida"	"12"	"2015"	"2015"	"25-29 years"	"25-29"	207	1348885	15.346
	"Florida"	"12"	"2015"	"2015"	"30-34 years"	"30-34"	268	1265430	21.179
	"Florida"	"12"	"2015"	"2015"	"35-39 years"	"35-39"	247	1201092	20.565
	"Florida"	"12"	"2015"	"2015"	"40-44 years"	"40-44"	195	1247379	15.633
	"Florida"	"12"	"2015"	"2015"	"45-49 years"	"45-49"	194	1309842	14.811
	"Florida"	"12"	"2015"	"2015"	"50-54 years"	"50-54"	190	1438661	13.207
	"Florida"	"12"	"2015"	"2015"	"55-59 years"	"55-59"	197	1386944	14.204
	"Florida"	"12"	"2015"	"2015"	"60-64 years "	"60-64"	93	1266719	7.342
	"Florida"	"12"	"2015"	"2015"	"65-69 years"	"65-69"	51	1214570	4.199
	"Florida"	"12"	"2015"	"2015"	"70-74 years"	"70-74"	14	966632	Unreliable
	"Florida"	"12"	"2015"	"2015"	"75-79 years"	"75-79"	11	714021	Unreliable
	"Florida"	"12"	"2015"	"2015"	"80-84 years"	"80-84"	Suppressed	506969	Suppressed
	"Florida"	"12"	"2015"	"2015"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2015"	"2015"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2015"	"2015"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2015"	"2015"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"2015"	"2015"			1838	20271272	9.067
	"Florida"	"12"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	224910	Suppressed
	"Florida"	"12"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	901226	Suppressed
	"Florida"	"12"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	1143007	Suppressed
	"Florida"	"12"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	1154192	Suppressed
	"Florida"	"12"	"2016"	"2016"	"15-19 years"	"15-19"	40	1189418	3.363
	"Florida"	"12"	"2016"	"2016"	"20-24 years"	"20-24"	202	1273582	15.861
	"Florida"	"12"	"2016"	"2016"	"25-29 years"	"25-29"	377	1389757	27.127
	"Florida"	"12"	"2016"	"2016"	"30-34 years"	"30-34"	438	1293668	33.857
	"Florida"	"12"	"2016"	"2016"	"35-39 years"	"35-39"	396	1236495	32.026
	"Florida"	"12"	"2016"	"2016"	"40-44 years"	"40-44"	320	1227794	26.063
	"Florida"	"12"	"2016"	"2016"	"45-49 years"	"45-49"	266	1326511	20.053
	"Florida"	"12"	"2016"	"2016"	"50-54 years"	"50-54"	275	1429799	19.233
	"Florida"	"12"	"2016"	"2016"	"55-59 years"	"55-59"	227	1421413	15.970
	"Florida"	"12"	"2016"	"2016"	"60-64 years "	"60-64"	148	1305750	11.334
	"Florida"	"12"	"2016"	"2016"	"65-69 years"	"65-69"	61	1272875	4.792
	"Florida"	"12"	"2016"	"2016"	"70-74 years"	"70-74"	21	1004709	2.090
	"Florida"	"12"	"2016"	"2016"	"75-79 years"	"75-79"	11	742246	Unreliable
	"Florida"	"12"	"2016"	"2016"	"80-84 years"	"80-84"	Suppressed	519108	Suppressed
	"Florida"	"12"	"2016"	"2016"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2016"	"2016"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2016"	"2016"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2016"	"2016"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"2016"	"2016"			2798	20612439	13.574
	"Florida"	"12"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	225700	Suppressed
	"Florida"	"12"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	912395	Suppressed
	"Florida"	"12"	"2017"	"2017"	"5-9 years"	"5-9"	Suppressed	1151438	Suppressed
	"Florida"	"12"	"2017"	"2017"	"10-14 years"	"10-14"	Suppressed	1181330	Suppressed
	"Florida"	"12"	"2017"	"2017"	"15-19 years"	"15-19"	27	1203740	2.243
	"Florida"	"12"	"2017"	"2017"	"20-24 years"	"20-24"	186	1269168	14.655
	"Florida"	"12"	"2017"	"2017"	"25-29 years"	"25-29"	477	1421894	33.547
	"Florida"	"12"	"2017"	"2017"	"30-34 years"	"30-34"	470	1320786	35.585
	"Florida"	"12"	"2017"	"2017"	"35-39 years"	"35-39"	469	1280618	36.623
	"Florida"	"12"	"2017"	"2017"	"40-44 years"	"40-44"	371	1237233	29.986
	"Florida"	"12"	"2017"	"2017"	"45-49 years"	"45-49"	317	1348105	23.514
	"Florida"	"12"	"2017"	"2017"	"50-54 years"	"50-54"	336	1419730	23.666
	"Florida"	"12"	"2017"	"2017"	"55-59 years"	"55-59"	318	1448417	21.955
	"Florida"	"12"	"2017"	"2017"	"60-64 years "	"60-64"	151	1349211	11.192
	"Florida"	"12"	"2017"	"2017"	"65-69 years"	"65-69"	62	1256319	4.935
	"Florida"	"12"	"2017"	"2017"	"70-74 years"	"70-74"	28	1086197	2.578
	"Florida"	"12"	"2017"	"2017"	"75-79 years"	"75-79"	15	781063	Unreliable
	"Florida"	"12"	"2017"	"2017"	"80-84 years"	"80-84"	Suppressed	535504	Suppressed
	"Florida"	"12"	"2017"	"2017"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2017"	"2017"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2017"	"2017"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2017"	"2017"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"	"2017"	"2017"			3245	20984400	15.464
"Total"	"Florida"	"12"					26987	349255045	7.727
	"Georgia"	"13"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	119807	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	463161	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	609017	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	591812	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	589631	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	574511	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"25-29 years"	"25-29"	11	638268	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"30-34 years"	"30-34"	Suppressed	656082	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"35-39 years"	"35-39"	13	693333	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"40-44 years"	"40-44"	15	642115	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"45-49 years"	"45-49"	17	559425	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"50-54 years"	"50-54"	Suppressed	487139	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"55-59 years"	"55-59"	Suppressed	362385	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"60-64 years "	"60-64"	Suppressed	280449	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	Suppressed	233760	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	Suppressed	197516	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	Suppressed	157765	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	Suppressed	103380	Suppressed
	"Georgia"	"13"	"1999"	"1999"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"1999"	"1999"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"1999"	"1999"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"1999"	"1999"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"	"1999"	"1999"			83	8045965	1.032
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	120992	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	474158	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	615584	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	607759	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	596277	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	12	592196	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"25-29 years"	"25-29"	15	641750	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	Suppressed	657506	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	13	698735	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"40-44 years"	"40-44"	16	654773	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	23	573017	4.014
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	Suppressed	506975	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	10	375651	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"60-64 years "	"60-64"	Suppressed	285805	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	Suppressed	236634	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"70-74 years"	"70-74"	Suppressed	199061	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"75-79 years"	"75-79"	Suppressed	157569	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"80-84 years"	"80-84"	Suppressed	104154	Suppressed
	"Georgia"	"13"	"2000"	"2000"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2000"	"2000"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2000"	"2000"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2000"	"2000"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"	"2000"	"2000"			115	8186453	1.405
	"Georgia"	"13"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	133456	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	481287	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	611462	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	629644	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	604420	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"20-24 years"	"20-24"	15	621311	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"25-29 years"	"25-29"	15	623999	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"30-34 years"	"30-34"	16	671863	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"35-39 years"	"35-39"	30	697787	4.299
	"Georgia"	"13"	"2001"	"2001"	"40-44 years"	"40-44"	39	674368	5.783
	"Georgia"	"13"	"2001"	"2001"	"45-49 years"	"45-49"	26	594742	4.372
	"Georgia"	"13"	"2001"	"2001"	"50-54 years"	"50-54"	19	540628	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"55-59 years"	"55-59"	Suppressed	393182	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"60-64 years "	"60-64"	Suppressed	298870	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"65-69 years"	"65-69"	Suppressed	242569	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"70-74 years"	"70-74"	Suppressed	200541	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"75-79 years"	"75-79"	Suppressed	159789	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"80-84 years"	"80-84"	Suppressed	108659	Suppressed
	"Georgia"	"13"	"2001"	"2001"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2001"	"2001"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2001"	"2001"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2001"	"2001"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"	"2001"	"2001"			183	8377038	2.185
	"Georgia"	"13"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	131046	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	498433	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	609905	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	643694	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	610814	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"20-24 years"	"20-24"	17	633422	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"25-29 years"	"25-29"	19	613550	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"30-34 years"	"30-34"	20	679291	2.944
	"Georgia"	"13"	"2002"	"2002"	"35-39 years"	"35-39"	31	691745	4.481
	"Georgia"	"13"	"2002"	"2002"	"40-44 years"	"40-44"	54	684050	7.894
	"Georgia"	"13"	"2002"	"2002"	"45-49 years"	"45-49"	34	615253	5.526
	"Georgia"	"13"	"2002"	"2002"	"50-54 years"	"50-54"	24	542004	4.428
	"Georgia"	"13"	"2002"	"2002"	"55-59 years"	"55-59"	Suppressed	429690	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"60-64 years "	"60-64"	Suppressed	312985	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"65-69 years"	"65-69"	Suppressed	247116	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"70-74 years"	"70-74"	Suppressed	202773	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"75-79 years"	"75-79"	Suppressed	161109	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"80-84 years"	"80-84"	Suppressed	111766	Suppressed
	"Georgia"	"13"	"2002"	"2002"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2002"	"2002"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2002"	"2002"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2002"	"2002"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"	"2002"	"2002"			215	8508256	2.527
	"Georgia"	"13"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	131016	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	511289	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	608123	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	655115	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	620715	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"20-24 years"	"20-24"	19	635799	Unreliable
	"Georgia"	"13"	"2003"	"2003"	"25-29 years"	"25-29"	24	608312	3.945
	"Georgia"	"13"	"2003"	"2003"	"30-34 years"	"30-34"	23	679458	3.385
	"Georgia"	"13"	"2003"	"2003"	"35-39 years"	"35-39"	36	682795	5.272
	"Georgia"	"13"	"2003"	"2003"	"40-44 years"	"40-44"	43	692293	6.211
	"Georgia"	"13"	"2003"	"2003"	"45-49 years"	"45-49"	33	632620	5.216
	"Georgia"	"13"	"2003"	"2003"	"50-54 years"	"50-54"	23	550260	4.180
	"Georgia"	"13"	"2003"	"2003"	"55-59 years"	"55-59"	10	453041	Unreliable
	"Georgia"	"13"	"2003"	"2003"	"60-64 years "	"60-64"	Suppressed	334301	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"65-69 years"	"65-69"	Suppressed	254270	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"70-74 years"	"70-74"	Suppressed	205370	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"75-79 years"	"75-79"	Suppressed	162921	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"80-84 years"	"80-84"	Suppressed	114338	Suppressed
	"Georgia"	"13"	"2003"	"2003"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"	"2003"	"2003"			236	8622793	2.737
	"Georgia"	"13"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	134288	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	521330	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	610599	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	659778	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	637028	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"20-24 years"	"20-24"	15	650185	Unreliable
	"Georgia"	"13"	"2004"	"2004"	"25-29 years"	"25-29"	31	619009	5.008
	"Georgia"	"13"	"2004"	"2004"	"30-34 years"	"30-34"	26	675927	3.847
	"Georgia"	"13"	"2004"	"2004"	"35-39 years"	"35-39"	30	676690	4.433
	"Georgia"	"13"	"2004"	"2004"	"40-44 years"	"40-44"	48	703367	6.824
	"Georgia"	"13"	"2004"	"2004"	"45-49 years"	"45-49"	51	646664	7.887
	"Georgia"	"13"	"2004"	"2004"	"50-54 years"	"50-54"	21	562196	3.735
	"Georgia"	"13"	"2004"	"2004"	"55-59 years"	"55-59"	12	478477	Unreliable
	"Georgia"	"13"	"2004"	"2004"	"60-64 years "	"60-64"	Suppressed	351031	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"65-69 years"	"65-69"	Suppressed	262463	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"70-74 years"	"70-74"	Suppressed	207114	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"75-79 years"	"75-79"	Suppressed	164113	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"80-84 years"	"80-84"	Suppressed	116572	Suppressed
	"Georgia"	"13"	"2004"	"2004"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2004"	"2004"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2004"	"2004"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2004"	"2004"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"	"2004"	"2004"			258	8769252	2.942
	"Georgia"	"13"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	135578	Suppressed
	"Georgia"	"13"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	534129	Suppressed
	"Georgia"	"13"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	621400	Suppressed
	"Georgia"	"13"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	662146	Suppressed
	"Georgia"	"13"	"2005"	"2005"	"15-19 years"	"15-19"	12	657340	Unreliable
	"Georgia"	"13"	"2005"	"2005"	"20-24 years"	"20-24"	32	641144	4.991
	"Georgia"	"13"	"2005"	"2005"	"25-29 years"	"25-29"	24	629572	3.812
	"Georgia"	"13"	"2005"	"2005"	"30-34 years"	"30-34"	32	663600	4.822
	"Georgia"	"13"	"2005"	"2005"	"35-39 years"	"35-39"	31	681187	4.551
	"Georgia"	"13"	"2005"	"2005"	"40-44 years"	"40-44"	56	711433	7.871
	"Georgia"	"13"	"2005"	"2005"	"45-49 years"	"45-49"	51	664994	7.669
	"Georgia"	"13"	"2005"	"2005"	"50-54 years"	"50-54"	34	578781	5.874
